total_lines_cleared,max_score,decision_latency,game_duration,apm
22,2200,11.069100478599811,0.06016011238098144,6532.567584169607
124,12400,12.150919153576805,0.23173383076985676,6399.583500921024
17,1700,11.886158985878104,0.046756871541341144,6437.556450582115
123,12300,12.011905098527405,0.229293421904246,6410.999442512916
17,1700,11.417210102081299,0.049760496616363524,6531.285298570054
13,1300,10.576444759703518,0.03423600991566976,6572.027539255324
18,1800,11.09387243495268,0.044173038005828856,6497.175946153599
0,0,10.26624220388907,0.015428078174591065,6676.139363205561
27,2700,11.862524350484213,0.059180712699890135,6421.01087776703
22,2200,11.713865191437478,0.05651228427886963,6458.772719199324
44,4400,12.462149885364045,0.09155116478602092,6357.100986757368
11,1100,11.113186351588515,0.03987340927124024,6570.795043326644
4,400,12.082105729638076,0.02543527285257975,6369.108007566323
2,200,11.77060604095459,0.022114670276641844,6421.076969435286
3,300,10.672828730414896,0.019812373320261638,6460.609132026473
33,3300,12.296206676042997,0.06824386914571126,6359.545632932133
18,1800,12.027870206271901,0.044794710477193196,6407.006473367504
45,4500,12.372560070869618,0.08890962600708008,6343.52010383091
0,0,10.818302631378174,0.015037087599436443,6517.21946500284
23,2300,12.07357845949323,0.05879441499710083,6412.173673614917
18,1800,12.104662025676054,0.04482899904251099,6402.1059164814305
83,8300,12.17192134776699,0.1620487689971924,6399.308099760799
4,400,12.021815075593835,0.02193895181020101,6381.34406835717
10,1000,12.179515191486903,0.03726418018341064,6386.83043149178
29,2900,12.446057665479053,0.06448689699172974,6342.373708141874
33,3300,11.529480035488422,0.06674846013387044,6442.096179261571
73,7300,11.89817019871303,0.141156800587972,6404.225628765278
93,9300,12.363329701039984,0.1804526964823405,6372.861267343498
123,12300,12.304657644617098,0.23042073249816894,6379.634263213192
34,3400,12.455346367575906,0.07608409722646077,6374.5252645427345
21,2100,11.896972532396193,0.05215421915054321,6442.431800774078
6,600,11.740876568688286,0.021781456470489503,6381.575088347441
0,0,11.86431884765625,0.016104431947072347,6457.849636783143
11,1100,11.889590666844295,0.03275542656580607,6411.151434041236
0,0,11.315649205988104,0.013694719473520914,6498.855283022317
33,3300,11.849648547622392,0.07076706091562907,6429.544962203061
4,400,11.13561304604135,0.024937184651692708,6496.322751052959
7,700,11.6152867026951,0.02999922037124634,6466.834724343209
7,700,10.734387806483678,0.027590588728586832,6596.452210221536
6,600,11.773301495446098,0.02175081173578898,6390.566094197218
5,500,12.251510176547738,0.029890950520833334,6389.893819765859
20,2000,12.114639523663099,0.05171501636505127,6400.462056581462
7,700,10.721921920776367,0.02185128132502238,6590.002565895413
69,6900,11.443872841037049,0.12958071629206339,6443.86004255436
74,7400,12.421066005055497,0.13721067905426027,6333.326283272398
0,0,11.671638488769531,0.0161207914352417,6451.296167298919
49,4900,12.683642964784791,0.10227792660395305,6355.232468849026
4,400,11.555741472942072,0.025181774298350015,6433.2242073432735
65,6500,12.26250865916514,0.1288534681002299,6394.860861323838
20,2000,11.187221430524994,0.046764564514160153,6522.032294508955
93,9300,12.046375493893677,0.17843320369720458,6444.988803493732
50,5000,11.880951914294013,0.09825003544489543,6463.101994056241
83,8300,12.031480732849378,0.1619088610013326,6404.837842639539
23,2300,11.163304361064782,0.057360947132110596,6572.415883087046
50,5000,11.681673444550613,0.09836780627568563,6455.364046854404
43,4300,11.791456910900603,0.09167731602986653,6457.431626893821
50,5000,12.054956370386584,0.09845537344614665,6449.622583040973
21,2100,11.820170786473659,0.05198589960734049,6463.291056572507
30,3000,12.416598888543936,0.07445371548334757,6420.095987109067
43,4300,12.223096718465476,0.09218970139821371,6421.541571578089
49,4900,12.289671897888184,0.10355168183644613,6412.25703169891
6,600,11.113994999935752,0.022127091884613037,6553.052735358847
72,7200,11.905193328857422,0.13837419748306273,6431.83495325375
7,700,12.039468401954288,0.028261260191599528,6439.910986492326
39,3900,12.017418126590917,0.08088496923446656,6428.882954664196
10,1000,10.909885168075562,0.03620874087015788,6572.9985158404725
50,5000,11.620759963989258,0.09777535597483317,6494.479039927459
