total_lines_cleared,max_score,decision_latency,game_duration,apm
172,17200,6.972476297578669,0.05463227828343709,37285.64987591885
193,19300,7.0419158935546875,0.059094023704528806,37668.78375265222
135,13500,6.827475914188562,0.042027811209360756,39450.067759672376
23,2300,6.602102396439533,0.010845057169596354,40018.23072142949
28,2800,6.790816783905029,0.011850070953369141,38312.0068889479
89,8900,7.0471039667785895,0.02920799652735392,37284.3101025477
53,5300,6.799943348359779,0.0192672332127889,38043.86399981191
32,3200,6.7577469456303225,0.012577120463053386,36892.38736029036
27,2700,6.69379989699562,0.011338476339975994,39423.28639201856
26,2600,6.894733594811481,0.010641868909200032,37117.54047811258
55,5500,7.067628023101062,0.019455448786417643,35928.238288082575
27,2700,6.69670577096467,0.011343677838643393,39405.209347293785
34,3400,7.006740570068359,0.013520705699920654,37128.239541738265
2,200,6.956432804916844,0.0038495302200317384,32211.72270703142
35,3500,6.96610582285914,0.013557147979736329,39167.52998445381
113,11300,6.932959342614199,0.036296403408050536,38075.3978421309
89,8900,7.0629959646989455,0.02927521467208862,37198.702458645574
20,2000,6.907813343001001,0.009384767214457194,35056.80987943706
97,9700,7.096082404039908,0.032871278127034505,35958.44358202431
35,3500,6.966426454741379,0.013559341430664062,39161.19397946265
143,14300,6.948768789998166,0.045949824651082355,38150.30880555727
123,12300,6.937268861504489,0.0400299072265625,38346.32919112602
195,19500,7.209359169006348,0.060511338710784915,36389.874144488866
55,5500,6.821092352809676,0.018995447953542074,38377.61561522236
21,2100,7.065798555101667,0.0099601149559021,35742.55935560702
34,3400,7.070397542527885,0.01435840129852295,36146.08543176667
55,5500,7.099516508055896,0.01954150994618734,35770.00968322711
97,9700,6.93955508145419,0.03202555179595947,37470.080379736
2,200,6.925957543509347,0.004064842065175375,35425.730616618
113,11300,6.925482016343337,0.03625778754552205,38115.94952573661
97,9700,7.031021985140714,0.0324464480082194,36984.01747075716
55,5500,7.273764145083543,0.020023953914642335,34908.19060909157
189,18900,6.980421543121338,0.0585756262143453,37916.79480937537
21,2100,7.039901756104969,0.009923334916432698,35875.036265326125
55,5500,7.116178186928353,0.019587508837381997,35686.008149539965
77,7700,7.029531218788841,0.025950169563293456,36107.66387150655
35,3500,6.912580851850839,0.013453038533528645,39470.63696254218
34,3400,7.117477910859244,0.013377940654754639,34459.71333683234
12,1200,7.067513047603139,0.006759357452392578,35062.504338501916
97,9700,7.055248039356177,0.0326785405476888,36170.525984019114
66,6600,7.027413696050644,0.02264405091603597,37316.644585072514
1,100,6.862589291163853,0.003223558266957601,34433.998335870616
4,400,6.864082245599656,0.00483551025390625,38672.23729883244
21,2100,6.881598587874528,0.010504496097564698,36936.56472393299
41,4100,6.880087445872698,0.014892351627349854,36730.26353980473
123,12300,6.892857856528703,0.0397736668586731,38593.373989234686
23,2300,6.904542446136475,0.011118535200754802,36785.42115621798
28,2800,6.765583386788001,0.01180419921875,38460.88934850052
108,10800,7.085942274687306,0.035921021302541094,37081.351022326664
193,19300,6.959105968475342,0.058385586738586424,37389.36477206417
97,9700,6.903301585804332,0.031859195232391356,37665.73484505207
2,200,6.795735920176787,0.003875140349070231,34063.28238709366
53,5300,6.779621338703223,0.019211332003275555,38154.56418508736
20,2000,7.10305081138128,0.009414621194203695,32715.07091433764
12,1200,7.103380790123572,0.007746398448944092,36145.82981310065
2,200,6.830425823436064,0.0038950244585673013,33889.389246236795
135,13500,6.864926470722749,0.042258695761362715,39234.52842375499
65,6500,6.742727756500244,0.022625505924224854,39645.52231468968
89,8900,6.810581917856254,0.029134233792622883,37893.56561968502
53,5300,6.731191330407498,0.019072155157725017,38432.9927026157
169,16900,6.879794079324474,0.05309892098108927,38644.853079609704
51,5100,7.073908280103635,0.018519397576649985,35962.29290091596
123,12300,6.891452988912893,0.039768930276234946,38597.970559879075
99,9900,6.918346628229669,0.03273689349492391,38213.76637932908
63,6300,6.889558482814479,0.021382200717926025,35917.72475300627
23,2300,6.596630933333416,0.010835738976796468,40052.64439549189
190,19000,7.04875373840332,0.05914441744486491,36571.498941829515
117,11700,6.886434555053711,0.03755516211191813,37890.92950149751
128,12800,7.108611139384183,0.04199561278025309,36575.249134648846
6,600,6.871603904886449,0.005417490005493164,36732.878103738134
143,14300,6.851861699101907,0.04563191731770833,38131.20513620759
77,7700,7.094928351315585,0.026191866397857665,35774.46470468561
130,13000,7.03016737817039,0.04187856912612915,36271.535338877075
68,6800,7.000793428982005,0.023964170614878336,37222.235408647735
1,100,6.8894539560590475,0.0032358209292093912,34303.50517793352
55,5500,6.795377616422722,0.018923409779866538,38523.71261206929
113,11300,6.941830500578269,0.036342934767405195,38026.64833879819
83,8300,6.810433496304644,0.02809510628382365,37906.95750502272
34,3400,7.068704967656411,0.014354336261749267,36156.32172300476
66,6600,7.060476889212926,0.022751585642496745,37140.2685192042
12,1200,7.06934195298415,0.007708839575449626,36321.93889359394
130,13000,7.030280736776499,0.04294230143229167,36816.8437011418
0,0,6.788730621337891,0.0034153540929158527,36599.42617934572
21,2100,6.920945076715379,0.009755166371663411,37108.541895454444
66,6600,7.04537828763326,0.022704803943634035,37216.793507566086
0,0,6.882761205945696,0.0032320618629455566,36199.80215767635
50,5000,6.8315005883937925,0.018793590863545737,37938.46557461346
1,100,6.876570837838309,0.003230611483256022,34358.820481912895
68,6800,7.008482428158031,0.02398859659830729,37184.33449595556
66,6600,7.019445300102234,0.02261898120244344,37358.00443163718
193,19300,6.954532146453857,0.05834385553995768,37416.10799966654
23,2300,6.6139576386432255,0.01086439291636149,39947.00885186207
13,1300,6.682310531388468,0.007509922981262207,40213.461676439496
135,13500,6.836765793428759,0.04208669662475586,39394.87137188967
20,2000,7.13970691342897,0.009464085102081299,32544.08605563638
53,5300,6.740667410856168,0.019101504484812418,38373.940680055195
0,0,6.950974464416504,0.0032638072967529296,35847.704647391416
15,1500,6.9747282111126445,0.00807594060897827,36032.95443709509
7,700,6.447365650763879,0.005625073115030924,38577.27634155508
130,13000,6.973734707899497,0.04153633912404378,36570.387088367876
